NEWID,SEQNO,ALCNO,ADLTCLOX,ADLT_LOX,CHLDCLOX,CHLD_LOX,CLOGFTX,CLOGFTX_,QYEAR,REC_STAT
05291274,1,0,0,D,100,D,0,D,20241,1
05291294,1,0,0,D,,A,2500,D,20241,1
05291324,3,0,1000,D,,A,0,D,20241,1
05291394,6,0,50,D,,A,0,D,20241,1
05291414,4,0,252,D,316,D,0,D,20241,1
05291424,3,0,200,D,,A,1000,D,20241,1
05291434,1,0,150,D,400,D,0,D,20241,1
05291484,2,0,0,D,,A,0,D,20241,1
05291494,5,0,0,D,1250,D,50,D,20241,1
05291534,1,0,400,D,1500,D,200,D,20241,1
05291544,3,0,800,D,600,D,0,D,20241,1
05291584,1,0,700,D,,A,400,D,20241,1
05291664,1,0,300,D,200,D,0,D,20241,1
05291674,3,0,400,D,63,D,90,D,20241,1
05291694,6,0,600,D,450,D,300,D,20241,1
05291714,4,0,40,D,80,D,0,D,20241,1
05291754,2,0,0,D,,A,0,D,20241,1
05291764,1,0,150,D,,A,200,D,20241,1
05291774,2,0,400,D,,A,500,D,20241,1
05291814,1,0,200,D,,A,155,D,20241,1
05291824,1,0,40,D,,A,0,D,20241,1
05291884,2,0,400,D,,A,0,D,20241,1
05291894,1,0,250,D,,A,0,D,20241,1
05291914,3,0,250,D,,A,450,D,20241,1
05291924,3,0,250,D,,A,0,D,20241,1
05291974,2,0,300,D,,A,0,D,20241,1
05292004,1,0,0,D,,A,0,D,20241,1
05292074,3,0,300,D,,A,0,D,20241,1
05292084,3,0,75,D,,A,0,D,20241,1
05292094,3,0,750,D,,A,100,D,20241,1
05292114,6,0,300,D,,A,0,D,20241,1
05292144,2,0,300,D,250,D,0,D,20241,1
05292184,1,0,0,D,,A,40,D,20241,1
05292234,1,0,200,D,300,D,0,D,20241,1
05292254,1,0,0,D,,A,0,D,20241,1
05292274,2,0,150,D,,A,0,D,20241,1
05292294,1,0,30,D,,A,0,D,20241,1
05292314,1,0,0,D,,A,0,D,20241,1
05292384,3,0,500,D,200,D,150,D,20241,1
05292434,1,0,200,D,,A,0,D,20241,1
05292444,1,0,0,D,,A,0,D,20241,1
05292454,2,0,0,D,,A,0,D,20241,1
05292474,2,0,1000,D,,A,0,D,20241,1
05292494,2,0,0,D,,A,0,D,20241,1
05292514,5,0,600,D,200,D,200,D,20241,1
05292544,9,0,400,D,,A,0,D,20241,1
05292644,2,0,39,D,,A,0,D,20241,1
05292674,1,0,0,D,,A,0,D,20241,1
05292684,1,0,100,F,500,D,150,D,20241,1
05292794,6,0,450,D,0,D,0,D,20241,1
05292824,2,0,80,D,,A,750,D,20241,1
05292834,1,0,400,D,,A,0,D,20241,1
05292844,2,0,1500,D,,A,0,D,20241,1
05292854,1,0,0,D,,A,0,D,20241,1
05292894,1,0,0,D,,A,400,D,20241,1
05292914,4,0,0,D,200,D,0,D,20241,1
05292934,2,0,100,D,,A,0,D,20241,1
05292954,3,0,100,D,,A,120,D,20241,1
05292984,1,0,0,D,,A,0,D,20241,1
05292994,1,0,100,D,,A,0,D,20241,1
05293014,4,0,300,D,300,D,0,D,20241,1
05293074,1,0,200,D,,A,0,D,20241,1
05293084,1,0,250,D,,A,40,D,20241,1
05293184,1,0,0,D,,A,30,D,20241,1
05293254,1,0,600,D,,A,0,D,20241,1
05293274,2,0,200,D,,A,500,D,20241,1
05293324,1,0,100,D,100,D,100,D,20241,1
05293344,1,0,0,D,,A,0,D,20241,1
05293374,4,0,300,D,300,D,0,D,20241,1
05293424,1,0,100,D,,A,0,D,20241,1
05293434,10,0,0,D,,A,0,D,20241,1
05293524,3,0,400,D,,A,300,D,20241,1
05293534,1,0,0,D,0,D,0,D,20241,1
05293554,1,0,0,D,,A,0,D,20241,1
05293574,2,0,0,D,,A,0,D,20241,1
05293594,4,0,200,D,300,D,0,D,20241,1
05293604,2,0,175,D,,A,100,D,20241,1
05293634,1,0,400,D,,A,10,D,20241,1
05293644,3,0,0,D,,A,0,D,20241,1
05293674,4,0,250,D,,A,200,D,20241,1
05293684,1,0,65,D,,A,50,D,20241,1
05293694,4,0,364,D,,A,0,D,20241,1
05293774,1,0,200,D,,A,50,D,20241,1
05293784,2,0,400,D,,A,600,D,20241,1
05293824,1,0,800,D,,A,100,D,20241,1
05293844,5,0,250,F,,A,0,D,20241,1
05293854,5,0,200,D,,A,200,D,20241,1
05293874,1,0,17,D,,A,0,D,20241,1
05293894,3,0,100,D,,A,100,D,20241,1
05293954,4,0,142,D,,A,150,D,20241,1
05293984,8,0,250,D,500,D,150,D,20241,1
05294024,1,0,150,D,,A,200,D,20241,1
05294074,6,0,1000,D,,A,0,D,20241,1
05294084,2,0,230,D,,A,0,D,20241,1
05294114,1,0,0,D,,A,0,D,20241,1
05294124,2,0,100,D,,A,0,D,20241,1
05294164,1,0,0,D,,A,0,D,20241,1
05294214,1,0,100,D,,A,0,D,20241,1
05294254,6,0,140,D,50,D,40,D,20241,1
05294284,1,0,300,D,,A,0,D,20241,1
05294314,2,0,300,D,,A,500,D,20241,1
05294394,1,0,100,D,,A,25,D,20241,1
05294434,1,0,0,D,,A,0,D,20241,1
05294474,1,0,450,D,200,D,0,D,20241,1
05294484,1,0,0,D,,A,0,D,20241,1
05294504,1,0,0,D,,A,0,D,20241,1
05294514,1,0,50,D,,A,0,D,20241,1
05294544,2,0,200,D,,A,150,D,20241,1
05294564,1,0,150,D,,A,0,D,20241,1
05294594,1,0,100,D,300,D,700,D,20241,1
05294664,3,0,60,D,,A,0,D,20241,1
05294694,2,0,0,D,,A,40,D,20241,1
05294704,1,0,200,D,,A,500,D,20241,1
05294774,2,0,50,D,,A,75,D,20241,1
05294794,1,0,610,F,,A,1000,F,20241,1
05294834,1,0,0,D,,A,0,D,20241,1
05294844,2,0,180,D,40,D,320,D,20241,1
05294854,5,0,358,D,,A,0,D,20241,1
05294864,5,0,600,D,450,D,25,D,20241,1
05294924,4,0,1200,D,1000,D,600,D,20241,1
05294944,2,0,600,D,150,D,100,D,20241,1
05294994,1,0,60,D,,A,0,D,20241,1
05295014,1,0,0,D,,A,300,D,20241,1
05295034,1,0,0,D,150,D,0,D,20241,1
05295104,5,0,180,D,,A,0,D,20241,1
05295134,2,0,0,D,,A,200,D,20241,1
05295204,2,0,100,D,,A,60,D,20241,1
05295214,2,0,200,D,,A,300,D,20241,1
05295234,1,0,100,D,,A,100,D,20241,1
05295254,1,0,0,D,,A,0,D,20241,1
05295344,1,0,83,D,,A,0,D,20241,1
05295384,1,0,0,D,,A,0,D,20241,1
05295414,12,0,120,D,25,D,70,D,20241,1
05295474,4,0,250,D,250,D,100,D,20241,1
05295484,1,0,50,D,,A,0,D,20241,1
05295514,1,0,200,D,,A,0,D,20241,1
05295534,4,0,400,D,200,D,120,D,20241,1
05295554,2,0,70,D,,A,0,D,20241,1
05295564,13,0,1350,D,,A,100,D,20241,1
05295584,5,0,0,D,,A,0,D,20241,1
05295624,1,0,0,D,,A,0,D,20241,1
05295634,5,0,0,D,0,D,0,D,20241,1
05295644,1,0,200,D,100,D,0,D,20241,1
05295734,3,0,200,D,,A,800,D,20241,1
05295744,1,0,80,D,60,D,15,D,20241,1
05295754,1,0,0,D,200,D,0,D,20241,1
05295774,5,0,15,D,,A,0,D,20241,1
05295834,3,0,200,D,,A,200,D,20241,1
05295894,1,0,50,D,,A,0,D,20241,1
05295924,1,0,0,D,,A,1000,D,20241,1
05295964,1,0,0,D,0,D,0,D,20241,1
05295974,2,0,2150,D,,A,500,D,20241,1
05295984,1,0,100,D,,A,0,D,20241,1
05295994,1,0,450,D,100,D,0,D,20241,1
05296064,3,0,100,D,,A,20,D,20241,1
05296104,1,0,1000,D,200,D,500,D,20241,1
05296214,1,0,0,D,800,D,0,D,20241,1
05296254,3,0,225,D,,A,850,D,20241,1
05296264,2,0,225,D,,A,0,D,20241,1
05296274,1,0,100,D,,A,0,D,20241,1
05296314,1,0,300,D,300,D,0,D,20241,1
05296324,1,0,300,D,,A,0,D,20241,1
05296334,11,0,600,D,600,D,0,D,20241,1
05296384,1,0,550,D,,A,0,D,20241,1
05296394,1,0,120,D,,A,0,D,20241,1
05296414,1,0,150,D,,A,0,D,20241,1
05296424,4,0,280,D,,A,0,D,20241,1
05296524,1,0,98,D,,A,0,D,20241,1
05296584,3,0,250,D,400,D,150,D,20241,1
05296634,2,0,100,F,,A,600,D,20241,1
05296644,7,0,500,D,250,D,0,D,20241,1
05296684,1,0,300,D,,A,0,D,20241,1
05296724,2,0,400,D,,A,0,D,20241,1
05296734,3,0,192,D,,A,0,D,20241,1
05296754,7,0,250,D,,A,10,D,20241,1
05296764,1,0,435,D,92,D,255,D,20241,1
05296774,3,0,400,D,500,D,0,D,20241,1
05296804,3,0,0,D,,A,0,D,20241,1
05296814,9,0,220,D,320,D,200,D,20241,1
05296834,1,0,25,D,150,D,0,D,20241,1
05296844,1,0,93,D,200,D,25,D,20241,1
05296894,15,0,600,D,292,D,595,D,20241,1
05296904,1,0,200,D,400,D,400,D,20241,1
05296934,1,0,0,D,,A,0,D,20241,1
05296944,7,0,1300,D,400,D,0,D,20241,1
05296964,1,0,0,D,,A,1100,D,20241,1
05296984,1,0,0,D,,A,0,D,20241,1
05296994,1,0,50,D,,A,0,D,20241,1
05297024,4,0,450,D,150,D,0,D,20241,1
05297124,1,0,0,D,,A,0,D,20241,1
05297134,1,0,0,D,0,D,0,D,20241,1
05297164,1,0,250,D,,A,300,D,20241,1
05297184,3,0,500,D,150,D,100,D,20241,1
05297274,1,0,240,D,,A,0,D,20241,1
05297344,3,0,96,F,300,F,45,F,20241,1
05297364,2,0,0,D,,A,400,D,20241,1
05297374,2,0,1500,D,,A,520,D,20241,1
05297394,3,0,200,D,,A,700,D,20241,1
05297404,3,0,250,D,500,D,0,D,20241,1
05297444,1,0,100,D,20,D,0,D,20241,1
05297504,1,0,200,D,300,D,0,D,20241,1
05297544,4,0,0,D,,A,0,D,20241,1
05297594,3,0,400,D,,A,0,D,20241,1
05297604,1,0,0,D,,A,0,D,20241,1
05297614,1,0,0,D,,A,0,D,20241,1
05297644,1,0,300,D,,A,0,D,20241,1
05297654,3,0,250,D,,A,150,D,20241,1
05343734,1,0,75,D,,A,0,D,20241,1
05343864,3,0,150,D,,A,300,D,20241,1
05343894,1,0,100,D,250,D,0,D,20241,1
05343904,1,0,0,D,,A,0,D,20241,1
05343924,2,0,120,D,,A,0,D,20241,1
05343964,2,0,400,D,,A,600,D,20241,1
05344034,2,0,0,D,,A,0,D,20241,1
05344084,2,0,700,D,,A,120,D,20241,1
05344114,2,0,0,D,,A,200,D,20241,1
05344144,1,0,350,D,,A,0,D,20241,1
05344164,1,0,200,D,,A,0,D,20241,1
05344234,5,0,700,D,,A,0,D,20241,1
05344244,2,0,600,D,,A,150,D,20241,1
05344274,2,0,50,D,,A,0,D,20241,1
05344324,3,0,300,D,250,D,70,D,20241,1
05344334,1,0,0,D,,A,0,D,20241,1
05344354,1,0,800,D,400,D,0,D,20241,1
05344364,2,0,300,D,,A,0,D,20241,1
05344424,1,0,0,D,,A,0,D,20241,1
05344444,2,0,100,D,,A,0,D,20241,1
05344514,2,0,1000,D,,A,0,D,20241,1
05344524,1,0,300,D,,A,0,D,20241,1
05344544,1,0,0,D,20,D,0,D,20241,1
05344564,3,0,800,D,700,D,1700,D,20241,1
05344624,1,0,0,D,,A,0,D,20241,1
05344634,1,0,0,D,,A,1200,D,20241,1
05344664,1,0,0,D,,A,0,D,20241,1
05344704,1,0,200,D,,A,0,D,20241,1
05344714,1,0,50,D,,A,0,D,20241,1
05344724,4,0,0,D,0,D,0,D,20241,1
05344744,9,0,140,D,,A,0,D,20241,1
05344764,1,0,0,D,,A,0,D,20241,1
05344774,2,0,0,D,,A,0,D,20241,1
05344794,1,0,0,D,,A,0,D,20241,1
05344834,5,0,3000,D,500,D,0,D,20241,1
05344884,1,0,500,D,,A,0,D,20241,1
05344904,7,0,250,D,100,D,150,D,20241,1
05344964,2,0,1000,D,,A,0,D,20241,1
05344974,2,0,300,D,400,D,100,D,20241,1
05345004,1,0,0,D,,A,0,D,20241,1
05345024,5,0,3000,D,600,D,0,D,20241,1
05345034,1,0,0,D,,A,0,D,20241,1
05345064,2,0,100,D,,A,25,D,20241,1
05345124,5,0,100,D,400,D,0,D,20241,1
05345194,6,0,475,D,0,D,150,D,20241,1
05345214,1,0,0,D,,A,0,D,20241,1
05345254,3,0,0,D,,A,0,D,20241,1
05345284,1,0,0,D,,A,0,D,20241,1
05345304,2,0,380,D,,A,0,D,20241,1
05345324,6,0,145,D,220,D,110,D,20241,1
05345334,2,0,0,D,,A,0,D,20241,1
05345394,2,0,60,D,,A,60,D,20241,1
05345414,1,0,150,D,,A,0,D,20241,1
05345434,6,0,50,D,,A,250,D,20241,1
05345464,3,0,300,D,,A,300,D,20241,1
05345484,5,0,0,D,,A,0,D,20241,1
05345534,1,0,50,D,150,D,0,D,20241,1
05345554,1,0,0,D,0,D,0,D,20241,1
05345584,5,0,300,D,,A,500,D,20241,1
05345594,1,0,100,D,200,D,0,D,20241,1
05345634,4,0,800,D,800,D,500,D,20241,1
05345674,1,0,0,D,,A,0,D,20241,1
05345684,4,0,150,D,,A,70,D,20241,1
05345704,3,0,200,D,,A,300,D,20241,1
05345714,1,0,0,D,,A,0,D,20241,1
05345754,2,0,100,D,300,D,200,D,20241,1
05345764,3,0,0,D,,A,325,D,20241,1
05345814,4,0,40,D,,A,97,D,20241,1
05345844,1,0,0,D,100,D,0,D,20241,1
05345874,1,0,500,D,,A,300,D,20241,1
05345894,1,0,100,D,300,D,0,D,20241,1
05345924,1,0,200,D,,A,0,D,20241,1
05345944,1,0,200,D,,A,0,D,20241,1
05345954,2,0,0,D,,A,0,D,20241,1
05345964,2,0,2000,D,,A,200,D,20241,1
05345974,7,0,300,D,,A,100,D,20241,1
05346014,1,0,0,D,,A,0,D,20241,1
05346034,4,0,500,D,1000,D,0,D,20241,1
05346044,3,0,500,D,300,D,100,D,20241,1
05346074,4,0,90,D,,A,0,D,20241,1
05346094,3,0,60,D,60,D,0,D,20241,1
05346104,1,0,250,D,,A,180,D,20241,1
05346114,1,0,0,D,,A,0,D,20241,1
05346124,1,0,0,D,,A,0,D,20241,1
05346134,1,0,1500,D,,A,0,D,20241,1
05346174,2,0,125,D,,A,150,D,20241,1
05346184,2,0,100,D,,A,0,D,20241,1
05346214,1,0,12,D,,A,0,D,20241,1
05346244,3,0,200,D,200,D,0,D,20241,1
05346264,1,0,250,D,300,D,0,D,20241,1
05346274,1,0,0,D,0,D,0,D,20241,1
05346284,1,0,0,D,,A,0,D,20241,1
05346294,1,0,182,F,75,F,300,F,20241,1
05346344,1,0,200,D,,A,0,D,20241,1
05346364,1,0,700,D,,A,300,D,20241,1
05346384,5,0,300,D,0,D,100,D,20241,1
05346404,7,0,450,D,,A,75,D,20241,1
05346414,1,0,200,D,,A,0,D,20241,1
05346434,1,0,50,D,,A,0,D,20241,1
05346444,1,0,0,D,,A,0,D,20241,1
05346454,2,0,0,D,,A,0,D,20241,1
05346484,1,0,500,D,,A,200,D,20241,1
05346504,1,0,200,D,,A,0,D,20241,1
05346514,1,0,234,D,,A,300,D,20241,1
05346584,1,0,20,D,,A,0,D,20241,1
05346614,2,0,200,D,400,D,70,D,20241,1
05346714,1,0,480,D,,A,0,D,20241,1
05346744,1,0,75,D,200,D,0,D,20241,1
05346794,2,0,50,D,,A,0,D,20241,1
05346824,1,0,0,D,1000,D,600,D,20241,1
05346834,1,0,350,D,,A,0,D,20241,1
05346864,1,0,500,D,,A,0,D,20241,1
05346884,1,0,330,D,,A,0,D,20241,1
05346934,2,0,200,D,,A,0,D,20241,1
05346944,2,0,0,D,150,D,200,D,20241,1
05346984,1,0,120,F,,A,150,F,20241,1
05347064,1,0,500,D,600,D,0,D,20241,1
05347084,3,0,65,D,,A,0,D,20241,1
05347124,1,0,0,D,,A,0,D,20241,1
05347154,1,0,300,D,400,D,200,D,20241,1
05347214,4,0,100,F,0,D,0,D,20241,1
05347244,1,0,200,D,,A,0,D,20241,1
05347264,2,0,300,D,,A,0,D,20241,1
05347304,1,0,300,D,,A,0,D,20241,1
05347344,1,0,0,D,,A,0,D,20241,1
05347364,5,0,0,D,,A,320,D,20241,1
05347384,2,0,120,D,,A,100,D,20241,1
05347424,7,0,350,D,,A,0,D,20241,1
05347434,3,0,200,D,150,D,0,D,20241,1
05347444,2,0,0,D,,A,0,D,20241,1
05347454,1,0,0,D,0,D,0,D,20241,1
05347464,3,0,300,D,,A,200,D,20241,1
05347474,9,0,355,D,,A,0,D,20241,1
05347504,2,0,47,D,,A,0,D,20241,1
05347534,1,0,0,D,300,D,0,D,20241,1
05347574,2,0,300,D,600,D,0,D,20241,1
05347594,1,0,250,D,0,D,0,D,20241,1
05347604,1,0,200,D,,A,0,D,20241,1
05347614,1,0,100,D,,A,0,D,20241,1
05347634,1,0,15,D,,A,0,D,20241,1
05347664,4,0,1000,D,,A,600,D,20241,1
05347764,1,0,250,D,,A,200,D,20241,1
05347814,1,0,100,D,400,D,0,D,20241,1
05347834,1,0,40,D,,A,0,D,20241,1
05347904,2,0,354,D,,A,372,D,20241,1
05347924,2,0,900,D,,A,0,D,20241,1
05347954,2,0,20,D,100,D,0,D,20241,1
05347964,1,0,500,D,60,D,800,D,20241,1
05348004,1,0,200,D,,A,100,D,20241,1
05348014,2,0,196,D,,A,0,D,20241,1
05348074,1,0,0,D,,A,0,D,20241,1
05348164,1,0,50,D,,A,0,D,20241,1
05348174,4,0,500,D,300,D,0,D,20241,1
05348184,3,0,0,D,,A,0,D,20241,1
05348214,1,0,0,D,,A,0,D,20241,1
05348244,3,0,1500,D,300,D,0,D,20241,1
05348254,2,0,0,D,,A,0,D,20241,1
05348274,2,0,500,D,,A,0,D,20241,1
05348324,1,0,150,D,,A,0,D,20241,1
05348334,14,0,250,D,,A,125,D,20241,1
05348404,3,0,0,D,,A,0,D,20241,1
05348424,8,0,0,D,456,D,0,D,20241,1
05348444,3,0,200,D,100,D,0,D,20241,1
05348454,3,0,0,D,,A,0,D,20241,1
05348464,4,0,0,D,,A,0,D,20241,1
05348484,3,0,0,D,,A,0,D,20241,1
05348494,3,0,300,D,,A,0,D,20241,1
05348514,1,0,0,D,0,D,0,D,20241,1
05348524,2,0,250,D,250,D,0,D,20241,1
05348544,15,0,290,D,100,D,28,D,20241,1
05348564,3,0,400,D,600,D,0,D,20241,1
05348574,1,0,60,D,,A,0,D,20241,1
05348614,2,0,500,D,,A,300,D,20241,1
05348634,8,0,200,D,200,D,0,D,20241,1
05348644,1,0,2500,D,,A,600,D,20241,1
05348654,1,0,100,D,,A,200,D,20241,1
05348684,4,0,250,D,400,D,200,D,20241,1
05348694,1,0,0,D,,A,0,D,20241,1
05348724,1,0,250,D,,A,200,D,20241,1
05348754,1,0,0,D,600,D,0,D,20241,1
05348764,1,0,0,D,,A,0,D,20241,1
05348774,1,0,0,D,,A,0,D,20241,1
05348834,1,0,0,D,,A,0,D,20241,1
05348864,2,0,200,D,100,D,150,D,20241,1
05348914,1,0,0,D,,A,0,D,20241,1
05348974,2,0,319,D,,A,16,D,20241,1
05349034,7,0,600,D,,A,300,D,20241,1
05349054,1,0,400,D,,A,150,D,20241,1
05349084,3,0,300,D,200,D,0,D,20241,1
05349124,2,0,150,D,,A,0,D,20241,1
05349134,1,0,0,D,,A,0,D,20241,1
05349164,1,0,0,D,,A,0,D,20241,1
05349204,4,0,500,D,,A,1800,D,20241,1
05349264,1,0,300,D,,A,400,D,20241,1
05349274,1,0,150,D,400,D,0,D,20241,1
05349284,1,0,400,D,600,D,0,D,20241,1
05349314,1,0,400,D,200,D,300,D,20241,1
05349334,1,0,400,D,,A,300,D,20241,1
05349344,2,0,200,D,50,D,50,D,20241,1
05349364,1,0,50,D,,A,0,D,20241,1
05349394,1,0,0,D,0,D,0,D,20241,1
05349404,2,0,100,D,,A,0,D,20241,1
05349434,2,0,0,D,,A,0,D,20241,1
05349444,3,0,100,D,,A,50,D,20241,1
05349454,1,0,200,D,,A,2281,D,20241,1
05349464,1,0,200,D,,A,0,D,20241,1
05349494,5,0,0,D,,A,575,D,20241,1
05349534,2,0,500,D,2500,D,0,D,20241,1
05349584,2,0,200,D,,A,0,D,20241,1
05349614,2,0,400,D,,A,400,D,20241,1
05349714,9,0,2500,D,,A,0,D,20241,1
05349734,5,0,0,D,300,D,0,D,20241,1
05349754,2,0,70,D,,A,0,D,20241,1
05349774,3,0,200,D,300,D,0,D,20241,1
05349784,2,0,65,D,,A,700,D,20241,1
05349814,1,0,0,D,300,D,0,D,20241,1
05349854,3,0,0,D,,A,0,D,20241,1
05349864,1,0,800,D,,A,0,D,20241,1
05349884,4,0,150,D,,A,400,D,20241,1
05349924,1,0,0,D,,A,0,D,20241,1
05349934,3,0,200,D,,A,300,D,20241,1
05349984,1,0,0,D,,A,0,D,20241,1
05349994,4,0,450,D,,A,0,D,20241,1
05350014,1,0,0,D,0,D,0,D,20241,1
05350044,3,0,50,D,120,D,0,D,20241,1
05350054,1,0,0,D,,A,25,D,20241,1
05350074,5,0,700,D,,A,400,D,20241,1
05350114,1,0,0,D,,A,0,D,20241,1
05350144,1,0,1330,D,,A,70,D,20241,1
05350174,3,0,0,D,150,D,0,D,20241,1
05350204,1,0,0,D,,A,0,D,20241,1
05350234,1,0,2000,D,,A,0,D,20241,1
05350264,4,0,201,D,,A,0,D,20241,1
05350274,1,0,0,D,,A,0,D,20241,1
05350284,1,0,200,D,100,D,0,D,20241,1
05350294,2,0,16,D,,A,0,D,20241,1
05350334,1,0,500,D,,A,0,D,20241,1
05350464,1,0,0,D,,A,250,D,20241,1
05350474,3,0,0,D,,A,0,D,20241,1
05350484,3,0,225,D,600,D,0,D,20241,1
05350514,1,0,100,D,100,D,100,D,20241,1
05350564,2,0,200,D,600,D,0,D,20241,1
05350594,1,0,120,D,,A,500,D,20241,1
05350614,1,0,200,D,,A,0,D,20241,1
05350624,1,0,0,D,,A,0,D,20241,1
05350654,1,0,200,D,,A,0,D,20241,1
05350684,1,0,0,D,,A,0,D,20241,1
05350694,1,0,0,D,,A,0,D,20241,1
05350734,2,0,200,D,,A,230,D,20241,1
05350754,5,0,1500,D,500,D,100,D,20241,1
05350774,2,0,60,D,,A,200,F,20241,1
05350824,1,0,210,D,,A,0,D,20241,1
05350844,9,0,1400,D,,A,100,D,20241,1
05350874,1,0,200,D,,A,0,D,20241,1
05350884,1,0,0,D,,A,0,D,20241,1
05350924,1,0,0,D,,A,0,D,20241,1
05350934,4,0,400,D,,A,0,D,20241,1
05350944,2,0,400,D,300,D,200,D,20241,1
05351044,7,0,0,D,0,D,0,D,20241,1
05351074,20,0,1800,D,,A,0,D,20241,1
05351084,1,0,450,D,450,D,0,D,20241,1
05351094,2,0,25,D,,A,100,D,20241,1
05351134,1,0,300,D,300,D,700,D,20241,1
05351184,4,0,350,D,,A,0,D,20241,1
05351244,1,0,0,D,0,D,0,D,20241,1
05351304,2,0,100,D,,A,0,D,20241,1
05351324,2,0,25,D,,A,10,D,20241,1
05351344,1,0,0,D,,A,0,D,20241,1
05351414,1,0,200,D,,A,0,D,20241,1
05351474,4,0,750,D,,A,250,D,20241,1
05351484,1,0,30,D,,A,0,D,20241,1
05351654,1,0,0,D,,A,0,D,20241,1
05351664,1,0,0,D,,A,0,D,20241,1
05351684,1,0,450,D,,A,0,D,20241,1
05351694,1,0,0,D,,A,0,D,20241,1
05351804,2,0,0,D,,A,0,D,20241,1
05351814,1,0,0,D,0,D,0,D,20241,1
05351834,3,0,1500,D,,A,0,D,20241,1
05351894,3,0,1190,D,,A,0,D,20241,1
05351924,3,0,200,D,,A,0,D,20241,1
05351934,1,0,0,D,,A,0,D,20241,1
05351964,4,0,1000,D,,A,500,D,20241,1
05351984,1,0,150,D,,A,0,D,20241,1
05352014,1,0,1500,D,1000,D,300,D,20241,1
05352054,4,0,820,D,,A,2000,D,20241,1
05352124,2,0,0,D,75,D,0,D,20241,1
05352144,1,0,0,D,,A,0,D,20241,1
05352174,5,0,468,D,,A,0,D,20241,1
05352224,4,0,500,D,,A,500,D,20241,1
05352284,3,0,0,D,,A,0,D,20241,1
05352314,1,0,50,D,,A,25,D,20241,1
05352484,1,0,140,D,225,D,0,D,20241,1
05352494,3,0,400,D,,A,600,D,20241,1
05352524,1,0,300,D,,A,0,D,20241,1
05352554,1,0,0,D,,A,0,D,20241,1
05352584,1,0,200,D,120,D,0,D,20241,1
05352594,2,0,0,D,,A,0,D,20241,1
05352654,1,0,50,D,,A,0,D,20241,1
05352674,1,0,0,D,,A,0,D,20241,1
05352744,1,0,112,D,,A,0,D,20241,1
05352804,1,0,14,D,,A,0,D,20241,1
05352854,1,0,50,D,,A,0,D,20241,1
05352894,3,0,1000,D,,A,500,D,20241,1
05352904,4,0,0,D,,A,0,D,20241,1
05352934,2,0,120,D,,A,0,D,20241,1
05353014,4,0,368,D,,A,0,D,20241,1
05353034,2,0,200,D,100,D,0,D,20241,1
05353054,2,0,0,D,1000,D,0,D,20241,1
05353074,1,0,0,D,,A,0,D,20241,1
05353154,1,0,500,D,,A,900,D,20241,1
05353224,1,0,0,D,200,D,0,D,20241,1
05353244,6,0,0,D,,A,0,D,20241,1
05353274,5,0,600,D,,A,0,D,20241,1
05353284,4,0,400,D,200,D,0,D,20241,1
05353294,1,0,300,D,,A,0,D,20241,1
05353324,4,0,500,D,,A,0,D,20241,1
05353334,10,0,450,D,,A,100,D,20241,1
05353404,1,0,0,D,,A,0,D,20241,1
05353434,2,0,105,D,,A,0,D,20241,1
05353444,2,0,20,D,,A,80,D,20241,1
05353464,2,0,400,D,0,D,0,D,20241,1
05353484,1,0,300,D,,A,0,D,20241,1
05353504,5,0,800,D,,A,0,D,20241,1
05353574,1,0,0,D,0,D,0,D,20241,1
05353594,1,0,0,D,,A,0,D,20241,1
05353614,1,0,0,D,,A,0,D,20241,1
05353624,4,0,200,D,,A,0,D,20241,1
05353634,4,0,1600,D,450,D,500,D,20241,1
05353644,3,0,90,D,,A,0,D,20241,1
05353684,1,0,350,D,150,D,0,D,20241,1
05353694,7,0,600,D,,A,0,D,20241,1
05353724,1,0,300,D,,A,0,D,20241,1
05353734,3,0,500,D,300,D,0,D,20241,1
05353774,1,0,200,D,,A,0,D,20241,1
05353824,1,0,0,D,,A,0,D,20241,1
05353894,3,0,1500,D,100,D,0,D,20241,1
05353914,1,0,0,D,,A,0,D,20241,1
05353944,1,0,0,D,,A,0,D,20241,1
05353954,2,0,1000,D,,A,1000,D,20241,1
05354034,1,0,2000,D,,A,0,D,20241,1
05354044,2,0,200,D,,A,0,D,20241,1
05354054,1,0,200,D,,A,0,D,20241,1
05354094,1,0,0,D,1000,D,0,D,20241,1
05354134,3,0,200,D,,A,0,D,20241,1
05354194,2,0,450,D,,A,0,D,20241,1
05354214,1,0,0,D,,A,300,D,20241,1
05354224,4,0,300,D,,A,200,D,20241,1
05354274,9,0,230,D,,A,390,D,20241,1
05354284,1,0,0,D,,A,0,D,20241,1
05354324,3,0,2000,D,,A,1000,D,20241,1
05354344,12,0,200,D,100,D,0,D,20241,1
05354394,6,0,98,D,,A,102,D,20241,1
05354434,2,0,200,D,500,D,0,D,20241,1
05354454,1,0,1500,D,1500,D,0,D,20241,1
05354464,3,0,2100,D,525,D,0,D,20241,1
05354474,1,0,0,D,,A,400,D,20241,1
05354494,3,0,0,D,,A,200,D,20241,1
05354514,1,0,500,D,,A,100,D,20241,1
05354524,2,0,100,D,,A,220,D,20241,1
05354534,1,0,250,D,100,D,80,F,20241,1
05354544,1,0,0,D,,A,0,D,20241,1
05354564,1,0,0,D,,A,230,D,20241,1
05354624,1,0,0,D,,A,0,D,20241,1
