QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,CRMCODEB,CRMC_DEB,CRMPROPI,CRMP_OPI,CRMTYPE,CRMTYPE_,APPCDE1,APPCDE1_,APPCDE2,APPCDE2_,APPCDE3,APPCDE3_,APPCDE4,APPCDE4_,APPCDE5,APPCDE5_,APPCDE6,APPCDE6_,REIMBRSZ,REIM_RSZ,CRMBSNSZ,CRMB_NSZ,QADEQPX1,QADE_PX1,QADEQPX2,QADE_PX2,QADEQPX3,QADE_PX3,QADEQPX4,QADE_PX4,QADEQPX5,QADE_PX5,QADEQPX6,QADE_PX6,CRMPTYPE,CRMP_YPE,CRMCODE,CRMCODE_,CRMCDB1,CRMCDB1_,CRMCDB2,CRMCDB2_,CRMCDB3,CRMCDB3_,CRMCDB4,CRMCDB4_,CRMCDB5,CRMCDB5_,CRMCDB6,CRMCDB6_,CRMCDB7,CRMCDB7_,CRMCDB8,CRMCDB8_,CRMCDB9,CRMCDB9_,CONTRACT,CONT_ACT,APPL_X,APPL_X_,CONT0M01,CONT0M02,CONT0M03,CONT0M04,CONT_M01,CONT_M02,CONT_M03,CONT_M04,QADEQPX,QADEQPX_,SUPPLYM1,SUPPLYM2,SUPPLYM3,SUPPLYM4,SUPP_YM1,SUPP_YM2,SUPP_YM3,SUPP_YM4,TOOL0M01,TOOL0M02,TOOL0M03,TOOL0M04,TOOL_M01,TOOL_M02,TOOL_M03,TOOL_M04,QADLABX,QADLABX_,QADPSPTX,QADP_PTX,QADTLRX,QADTLRX_
20241,05428963,2,0,1,200,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,403,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,11,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,527,D,,A,,A
20241,05428963,3,0,1,140,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,399,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,11,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,2020,D,,A,,A
20241,05428963,4,0,2,140,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,399,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,11,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,1877,D,,A,,A
20241,05428963,5,0,2,200,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,403,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,11,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,606,D,,A,,A
20241,05429493,9,0,1,220,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,405,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,11,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,341,D,,A,,A
20241,05429493,10,0,1,260,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,408,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,11,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,11000,D,,A,,A
20241,05429603,5,0,1,260,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,499,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,12,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,90,D,,A,,A
20241,05429673,6,0,1,140,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,399,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,A,A,A,A,A,A,A,A,,A,12,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,50,D,,A
20241,05429673,7,0,1,200,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,403,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,A,A,A,A,A,A,A,A,,A,01,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,300,D,,A
20241,05430083,4,0,1,140,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,0.50,D,,A,,A,,A,,A,,A,,A,1,D,399,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,12,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,3200,D,,A,,A
20241,05430123,4,0,1,300,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,499,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,A,A,A,A,A,A,A,A,,A,11,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,538,D,,A
20241,05430193,5,0,1,200,D,01,D,3,D,,A,,A,,A,,A,,A,,A,0.75,D,,A,,A,,A,,A,,A,,A,,A,1,D,501,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,12,A,A,A,,A,12,,,,D,A,A,A,A,A,A,A,A,A,A,A,800,D,0,D,,A
20241,05430303,3,0,1,130,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,214,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,01,A,A,A,,A,01,,,,D,A,A,A,A,A,A,A,A,A,A,A,1950,D,850,D,,A
20241,05430493,10,0,2,235,D,99,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,5,D,599,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,A,A,A,A,A,A,A,A,,A,11,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,3000,D,,A
20241,05430583,3,0,1,310,D,01,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,599,D,310,D,235,D,,A,,A,,A,,A,,A,,A,,A,2,D,,A,A,A,A,A,A,A,A,A,,A,12,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,,H,,A
20241,05430583,3,1,1,200,D,,B,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,B,,A,A,A,A,A,A,A,A,A,,A,12,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,77,E,,A
20241,05430583,3,2,1,220,D,,B,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,B,,A,A,A,A,A,A,A,A,A,,A,12,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,58,E,,A
20241,05430583,3,3,1,235,D,,B,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,B,,A,A,A,A,A,A,A,A,A,,A,12,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,215,E,,A
20241,05430703,13,0,1,280,D,01,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,510,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,D,A,A,01,02,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,12500,D,,A,,A
20241,05430703,14,0,1,200,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,403,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,D,A,A,12,01,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,1760,D,,A,,A
20241,05430703,15,0,1,235,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,409,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,01,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,800,D,,A,,A
20241,05430873,2,0,1,140,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,399,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,01,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,200,D,,A,,A
20241,05430873,3,0,1,300,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,499,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,12,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,152,D,,A,,A
20241,05431583,3,0,1,200,D,01,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,501,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,11,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,350,D,,A,,A
20241,05431633,6,0,1,190,D,99,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,5,D,499,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,A,A,A,A,A,A,A,A,,A,01,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,20,D,,A
20241,05431973,2,0,2,240,D,01,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,599,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,A,A,A,A,A,A,A,A,,A,11,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,50,D,,A
20241,05432043,6,0,1,175,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,401,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,A,A,A,A,A,A,A,A,,A,01,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,30,D,,A
20241,05432043,7,0,2,300,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,216,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,A,A,A,A,A,A,A,A,,A,11,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,120,D,,A
20241,05432103,9,0,1,130,D,99,D,2,D,900,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,5,D,218,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,C,D,A,A,A,12,A,A,A,,B,,,,,A,A,A,A,A,A,A,A,A,A,A,A,10000,D,,A,,A
20241,05432233,11,0,2,300,D,01,D,2,D,900,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,208,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,90,D,D,A,A,A,11,A,A,A,90,D,,,,,A,A,A,A,A,A,A,A,A,A,A,A,90,D,,A,,A
20241,05432353,6,0,1,200,D,01,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,501,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,01,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,350,D,,A,,A
20241,05432653,9,0,1,300,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,499,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,12,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,250,D,,A,,A
20241,05432653,10,0,1,210,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,406,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,01,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,50,D,,A,,A
20241,05432653,11,0,1,220,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,405,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,A,A,A,A,A,A,A,A,,A,12,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,65,D,,A
20241,05432653,12,0,1,300,D,01,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,599,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,A,A,A,A,A,A,A,A,,A,12,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,65,D,,A
20241,05432763,12,0,1,200,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,403,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,01,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,225,D,,A,,A
20241,05433073,6,0,1,220,D,01,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,505,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,12,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,8000,D,,A,,A
20241,05433163,4,0,2,160,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,499,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,11,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,100,D,,A,,A
20241,05433373,7,0,1,130,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,211,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,A,A,A,A,A,A,A,A,,A,01,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,1000,D,,A
20241,05433663,6,0,1,120,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,215,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,A,A,A,A,A,A,A,A,,A,11,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,397,D,,A
20241,05433703,4,0,1,300,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,499,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,A,A,A,A,A,A,A,A,,A,12,01,,,D,D,A,A,A,A,A,A,A,A,A,A,,A,100,D,,A
20241,05433723,12,0,1,130,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,212,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,D,A,A,12,02,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,1420,D,,A,,A
20241,05433963,3,0,2,175,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,401,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,A,A,A,A,A,A,A,A,,A,11,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,150,D,,A
20241,05433983,4,0,1,130,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,218,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,A,A,A,A,A,A,A,A,,A,11,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,10000,D,,A
20241,05434103,4,0,1,130,D,01,D,2,D,195,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,211,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,1500,D,D,A,A,A,01,A,A,A,1500,D,12,,,,D,A,A,A,A,A,A,A,A,A,A,A,600,D,3200,D,,A
20241,05434173,8,0,1,175,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,401,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,11,A,A,A,,A,11,,,,D,A,A,A,A,A,A,A,A,A,A,A,1000,D,500,F,,A
20241,05434473,5,0,1,200,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,403,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,01,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,314,D,,A,,A
20241,05434663,8,0,1,235,D,01,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,620,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,11,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,1070,D,,A,,A
20241,05434663,9,0,1,300,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,499,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,11,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,188,D,,A,,A
20241,05434663,10,0,1,200,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,202,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,A,A,A,A,A,A,A,A,,A,12,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,588,D,,A
20241,05434743,12,0,1,200,D,01,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,501,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,A,A,A,A,A,A,A,A,,A,11,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,125,D,,A
20241,05434813,9,0,1,200,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,403,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,A,A,A,A,A,A,A,A,,A,01,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,120,D,,A
20241,05435473,4,0,1,130,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,212,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,A,A,A,A,A,A,A,A,,A,02,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,1800,D,,A
20241,05435613,5,0,1,200,D,01,D,3,D,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,501,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,C,D,A,A,A,01,A,A,A,189,F,,,,,A,A,A,A,A,A,A,A,A,A,A,A,1629,D,,A,,A
20241,05435763,5,0,1,200,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,403,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,01,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,420,D,,A,,A
20241,05436023,2,0,2,200,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,403,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,A,A,A,A,A,A,A,A,,A,12,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,250,D,,A
20241,05436133,7,0,1,310,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,499,D,300,D,260,D,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,12,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,,H,,A,,A
20241,05436133,7,1,1,260,D,,B,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,B,,A,D,A,A,A,12,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,186,E,,A,,A
20241,05436133,7,2,1,300,D,,B,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,B,,A,D,A,A,A,12,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,239,E,,A,,A
20241,05436293,3,0,2,210,D,01,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,506,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,12,A,A,A,,A,12,,,,D,A,A,A,A,A,A,A,A,A,A,A,650,D,650,D,,A
20241,05436353,5,0,2,220,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,405,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,12,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,4500,D,,A,,A
20241,05436423,5,0,1,175,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,401,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,A,A,A,A,A,A,A,A,,A,02,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,40,D,,A
20241,05436443,6,0,1,210,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,206,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,D,A,A,01,02,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,7500,D,,A,,A
20241,05436613,3,0,1,200,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,403,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,12,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,190,D,,A,,A
20241,05436763,9,0,1,140,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,399,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,01,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,500,D,,A,,A
20241,05436763,10,0,1,260,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,408,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,02,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,30,D,,A,,A
20241,05436973,6,0,2,300,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,299,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,12,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,170,D,,A,,A
20241,05437273,2,0,1,140,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,399,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,D,D,D,01,02,12,03,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,30,D,,A,,A
20241,05437413,5,0,1,310,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,499,D,190,D,300,D,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,01,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,,H,,A,,A
20241,05437413,5,1,1,300,D,,B,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,B,,A,D,A,A,A,01,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,2012,E,,A,,A
20241,05437423,3,0,1,140,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,399,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,02,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,2500,D,,A,,A
20241,05437423,4,0,1,300,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,299,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,02,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,44,D,,A,,A
20241,05438293,6,0,1,280,D,01,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,510,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,01,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,3500,D,,A,,A
20241,05438453,4,0,1,300,D,01,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,599,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,02,A,A,A,,A,02,,,,D,A,A,A,A,A,A,A,A,A,A,A,100,D,500,D,,A
20241,05438453,5,0,1,220,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,405,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,02,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,150,D,,A,,A
20241,05438703,4,0,1,120,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,215,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,02,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,100,D,,A,,A
20241,05438993,4,0,1,175,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,401,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,02,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,110,D,,A,,A
20241,05439613,4,0,1,200,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,403,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,02,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,1200,D,,A,,A
20241,05439783,8,0,1,200,D,01,D,4,D,,A,,A,,A,,A,,A,,A,1.00,D,,A,,A,,A,,A,,A,,A,,A,1,D,403,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,01,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,0,D,,A,,A
